N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
1.0,4.0,1.0,218.0,1,156,60176,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,5.0,3.0,930.0,7,910,325663,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,914,169026,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,914,132743,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,572,188495,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,183185,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,2.0,536.0,5,1149,349557,False,True,False,False,False,False,False,False,False,False,False,True,False,18
2.0,3.0,1.0,181.0,4,903,176991,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,572,75088,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,914,283185,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,914,345132,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,108.0,2,288,101769,False,False,False,False,True,False,True,False,False,False,False,False,False,10
2.0,5.0,0.0,76.0,3,587,105309,False,False,False,False,True,False,False,False,True,False,False,False,False,39
5.0,7.0,5.0,0.0,3,576,78318,False,False,True,False,False,False,False,False,False,False,True,False,False,32
2.0,5.0,0.0,76.0,3,587,115044,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,475.0,8,1167,294690,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,1761,318584,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,914,197345,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,868,315929,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,2.0,2.0,184.0,5,910,234513,False,True,True,False,False,False,False,False,False,True,False,False,False,18
1.0,2.0,2.0,184.0,5,910,188495,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,5.0,3.0,930.0,7,644,150778,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,1.0,1321.0,10,644,287610,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,7.0,5.0,1174.0,9,1291,463716,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,5.0,1.0,0.0,4,2092,300884,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,914,165486,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,2.0,2.0,184.0,5,636,210619,False,True,True,False,False,False,False,False,False,True,False,False,False,18
2.0,2.0,1.0,203.0,5,914,178761,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,2.0,2.0,184.0,5,814,162831,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,4.0,1.0,605.0,5,1483,383185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,914,146017,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,318584,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,2.0,2.0,524.0,4,1366,243362,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,0.0,3,576,121238,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,572,75504,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,355,81415,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,1.0,2.0,536.0,5,914,199115,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,1.0,2.0,536.0,5,1412,274336,False,True,False,False,False,False,False,False,False,False,False,True,False,18
2.0,2.0,1.0,203.0,5,910,274336,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,108.0,2,288,88495,False,False,False,False,True,False,True,False,False,False,False,False,False,10
0.0,3.0,2.0,475.0,8,914,309734,False,True,False,False,False,False,False,False,False,False,False,True,False,16
1.0,5.0,1.0,0.0,4,1377,215044,False,True,True,False,False,False,False,False,False,True,False,False,False,38
2.0,5.0,0.0,76.0,3,676,70796,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,0.0,3,871,104867,False,False,False,False,False,False,False,False,False,True,False,False,False,46
1.0,5.0,1.0,0.0,4,914,247787,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,914,252212,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,914,203539,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,2.0,2.0,184.0,5,814,154867,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,1270.0,10,1519,469026,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,0.0,0.0,203.0,10,914,338053,False,True,False,False,False,False,True,False,False,False,False,False,False,10
0.0,2.0,2.0,524.0,4,1103,228318,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,201769,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,1.0,1321.0,10,910,415044,False,True,False,False,True,False,False,False,False,False,False,False,True,9
2.0,2.0,1.0,203.0,5,914,198451,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,7.0,5.0,1174.0,9,1092,414159,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,5.0,1.0,0.0,4,914,154867,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,644,149557,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,1174.0,9,910,309734,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,572,167256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,644,95575,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1387,300884,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,910,260707,False,True,False,False,False,False,False,False,False,True,False,False,False,11
2.0,3.0,1.0,181.0,4,903,171681,False,True,False,False,False,False,False,False,False,False,True,False,False,18
0.0,3.0,2.0,475.0,8,914,247787,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,1.0,1.0,1321.0,10,644,296460,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,7.0,5.0,0.0,3,355,39823,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,907,352212,False,True,False,False,False,False,False,False,False,True,False,False,False,11
2.0,2.0,1.0,203.0,5,914,200522,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,475.0,8,914,172566,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,0.0,0.0,203.0,10,914,362831,False,True,False,False,False,False,True,False,False,False,False,False,False,10
0.0,1.0,2.0,536.0,5,818,192035,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1444,348672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,1643,310309,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1451,141592,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,572,74672,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,914,314159,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,4.0,79.0,3,1448,261061,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,1451,243362,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1131,161061,False,True,True,False,False,False,False,False,False,True,False,False,False,38
2.0,3.0,1.0,181.0,4,857,206194,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,743,169469,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,914,108849,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,910,207522,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,914,131858,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1419,371681,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,1174.0,9,640,242035,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,644,157522,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,914,318584,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,261061,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,1288,305309,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,1448,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,426,96469,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,914,172566,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,232743,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,644,159292,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,95575,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,148672,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,212389,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,4.0,79.0,3,644,83185,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,910,331858,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,1131,165486,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,1313,163716,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,1.0,2.0,536.0,5,1149,296460,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,644,146256,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,90707,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,914,197345,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,2.0,2.0,184.0,5,910,216814,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,1.0,2.0,536.0,5,914,292035,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1629,414159,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,169026,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,1.0,0.0,4,1131,225663,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,910,371681,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,910,344247,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,2.0,2.0,524.0,4,1103,247787,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,237168,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,2.0,1.0,203.0,5,910,305309,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,7.0,5.0,1174.0,9,1092,398230,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,0.0,3,903,126548,False,False,False,False,False,False,False,False,False,True,False,False,False,46
0.0,4.0,1.0,605.0,5,1690,464601,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,74256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,355,43362,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,868,223893,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,0.0,0.0,203.0,10,1256,469026,False,True,False,False,False,False,True,False,False,False,False,False,False,10
1.0,5.0,1.0,0.0,4,1377,209734,False,True,True,False,False,False,False,False,False,True,False,False,False,38
2.0,2.0,1.0,203.0,5,910,269911,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,5.0,3.0,930.0,7,426,102601,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1643,353982,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,644,75221,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,907,283185,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,155752,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,818,176991,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,2.0,2.0,524.0,4,1394,203539,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,914,303982,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,5.0,4.0,798.0,7,914,203539,True,False,False,False,True,False,False,False,False,False,False,False,False,19
